carat,cut,color,clarity,depth,table,price,x,y,z,price_capped,volume
1.7,Very Good,H,SI2,63.8,55.0,9745,7.47,7.55,4.79,9745.0,270.148815
1.53,Premium,G,SI1,61.7,59.0,9747,7.4,7.31,4.54,9747.0,245.58676
1.41,Ideal,H,VS1,60.7,56.0,9752,7.31,7.22,1.41,9752.0,74.417262
1.22,Premium,D,VS2,59.4,59.0,9756,6.99,6.92,4.13,9756.0,199.77140400000002
1.22,Ideal,F,VS1,61.5,56.0,9756,6.89,6.84,4.22,9756.0,198.87847199999996
1.22,Premium,D,VS2,62.0,60.0,9756,6.79,6.74,4.22,9756.0,193.126612
1.22,Ideal,F,VS1,62.6,55.0,9756,6.86,6.82,4.28,9756.0,200.24065600000003
1.21,Premium,G,VVS2,62.5,55.0,9757,6.84,6.8,4.26,9757.0,198.14112
1.5,Very Good,I,VS1,60.4,59.0,9759,7.35,7.42,4.46,9759.0,243.23502
1.23,Ideal,F,VS2,61.9,57.0,9759,6.86,6.9,4.26,9759.0,201.64284
1.71,Premium,I,SI2,60.6,57.0,9760,7.78,7.71,4.69,9760.0,281.324022
1.5,Premium,I,VS1,60.8,61.0,9761,7.39,7.35,4.48,9761.0,243.33792000000003
1.25,Ideal,F,VS1,62.0,55.0,9761,6.95,6.91,4.3,9761.0,206.50535
1.5,Ideal,I,VS2,62.6,57.0,9761,7.31,7.26,4.56,9761.0,242.00193599999997
1.51,Premium,H,SI1,60.3,62.0,9762,7.54,7.41,4.51,9762.0,251.98001399999998
1.55,Premium,H,SI1,60.7,58.0,9763,7.5,7.46,4.54,9763.0,254.013
1.5,Good,H,SI1,64.3,60.0,9768,7.14,7.23,4.62,9768.0,238.494564
1.5,Premium,H,SI1,62.7,58.0,9768,7.27,7.34,4.58,9768.0,244.397044
1.96,Premium,H,SI2,60.4,62.0,9769,7.96,7.9,4.79,9769.0,301.21436
1.46,Very Good,F,SI1,62.8,59.0,9770,7.13,7.18,4.49,9770.0,229.858366
1.58,Good,H,SI1,63.1,58.0,9774,7.33,7.38,4.64,9774.0,251.00265599999997
1.58,Good,I,VS1,58.6,62.0,9775,7.59,7.66,4.47,9775.0,259.88311799999997
1.7,Premium,G,SI1,62.4,59.0,9777,7.63,7.57,4.74,9777.0,273.778134
1.21,Premium,G,VVS2,61.3,56.0,9779,6.88,6.85,4.21,9779.0,198.40888
1.52,Very Good,H,SI1,63.4,55.0,9780,7.25,7.3,4.61,9780.0,243.98425
2.01,Very Good,I,SI2,61.4,63.0,9781,8.19,7.96,4.96,9781.0,323.35430399999996
1.52,Very Good,D,SI2,59.1,58.0,9781,7.45,7.48,4.41,9781.0,245.75166000000004
1.16,Ideal,G,VVS1,61.9,55.0,9781,6.75,6.78,4.19,9781.0,191.75535000000002
1.5,Very Good,D,SI2,63.1,56.0,9783,7.17,7.28,4.56,9783.0,238.021056
1.2,Ideal,G,VVS1,62.8,56.0,9784,6.75,6.73,4.23,9784.0,192.15832500000002
1.56,Good,F,SI2,57.5,58.0,9784,7.82,7.67,4.45,9784.0,266.90833
1.6,Premium,I,VS2,60.2,58.0,9784,7.63,7.56,4.57,9784.0,263.610396
1.56,Good,I,VS2,57.2,62.0,9784,7.72,7.66,4.4,9784.0,260.19488
1.05,Ideal,F,VVS1,62.7,57.0,9784,6.5,6.41,4.05,9784.0,168.74325
1.2,Ideal,G,VVS2,62.5,54.4,9785,6.75,6.82,4.24,9785.0,195.18840000000003
1.09,Ideal,F,VS1,61.6,55.0,9786,6.62,6.67,4.09,9786.0,180.595586
1.56,Ideal,I,SI1,62.5,54.0,9788,7.45,7.37,4.63,9788.0,254.217095
1.24,Ideal,G,VVS2,61.2,56.0,9788,6.92,6.88,4.22,9788.0,200.912512
0.34,Premium,I,VVS1,62.4,59.0,626,4.4,4.44,2.76,626.0,53.91936000000001
0.34,Good,D,SI1,63.1,57.0,626,4.44,4.46,2.81,626.0,55.64474400000001
0.34,Ideal,I,VVS1,61.8,56.0,626,4.47,4.5,2.77,626.0,55.71854999999999
0.34,Premium,I,VVS1,60.5,59.0,626,4.48,4.54,2.73,626.0,55.526016000000006
0.34,Premium,D,SI1,59.7,59.0,626,4.54,4.57,2.72,626.0,56.43401600000001
0.34,Very Good,D,SI1,62.0,56.0,626,4.43,4.47,2.76,626.0,54.65379599999999
0.34,Ideal,D,SI1,61.3,57.0,626,4.44,4.5,2.74,626.0,54.745200000000004
0.34,Premium,I,VVS1,62.6,58.0,626,4.45,4.47,2.79,626.0,55.497285000000005
0.34,Premium,D,SI1,62.4,58.0,626,4.42,4.46,2.77,626.0,54.605564
0.34,Ideal,D,SI1,60.6,56.0,626,4.51,4.54,2.74,626.0,56.102596000000005
0.31,Very Good,G,VVS2,62.7,55.0,627,4.32,4.35,2.72,627.0,51.114239999999995
0.41,Very Good,J,VS2,61.6,57.0,627,4.79,4.82,2.96,627.0,68.339888
0.35,Ideal,I,VVS1,61.8,55.0,627,4.53,4.56,2.81,627.0,58.045608
0.27,Ideal,G,VVS1,62.5,56.0,627,4.15,4.18,2.6,627.0,45.1022
0.31,Ideal,E,VS2,61.7,57.0,627,4.35,4.37,2.69,627.0,51.135555
0.31,Ideal,G,VS1,60.6,56.0,627,4.38,4.4,2.66,627.0,51.26352000000001
0.31,Ideal,G,SI1,61.6,56.0,627,4.36,4.4,2.7,627.0,51.79680000000002
0.31,Ideal,G,SI1,61.6,55.0,627,4.37,4.39,2.7,627.0,51.797610000000006
0.31,Ideal,G,SI1,61.7,55.0,627,4.38,4.4,2.71,627.0,52.227120000000006
0.27,Ideal,G,IF,61.2,57.0,627,4.17,4.2,2.56,627.0,44.83584
0.27,Ideal,G,IF,62.0,56.0,627,4.14,4.17,2.58,627.0,44.540604
0.5,Fair,F,I1,67.1,57.0,627,4.92,4.87,3.28,627.0,78.59011199999999
0.5,Fair,F,I1,68.3,58.0,627,4.91,4.78,3.32,627.0,77.919736
0.33,Very Good,E,VS2,62.8,56.0,627,4.4,4.42,2.77,627.0,53.870960000000004
0.33,Very Good,E,VS2,61.9,58.0,627,4.42,4.47,2.75,627.0,54.33284999999999
0.28,Very Good,F,VVS2,60.2,58.0,628,4.26,4.28,2.57,628.0,46.858296
0.32,Ideal,H,VVS2,59.8,57.0,628,4.48,4.52,2.69,628.0,54.471424
0.32,Ideal,H,VVS2,61.5,55.0,628,4.41,4.44,2.72,628.0,53.25868800000001
0.32,Ideal,H,VVS2,62.2,54.0,628,4.42,4.46,2.76,628.0,54.408432
0.32,Ideal,H,VVS2,61.6,55.0,628,4.43,4.46,2.74,628.0,54.136372
2.06,Very Good,F,I1,58.7,61.0,9789,8.31,8.33,4.88,9789.0,337.804824
1.52,Premium,D,SI2,61.5,60.0,9789,7.44,7.39,4.56,9789.0,250.716096
1.65,Very Good,G,SI2,62.2,58.0,9791,7.55,7.62,4.72,9791.0,271.54632
1.86,Good,G,SI2,63.8,55.0,9791,7.79,7.73,4.95,9791.0,298.07266500000003
1.88,Very Good,D,SI2,63.2,60.0,9791,7.84,7.79,4.94,9791.0,301.70358400000003
1.11,Very Good,F,VVS2,60.8,57.0,9792,6.7,6.73,4.08,9792.0,183.97128
2.01,Premium,J,SI1,61.7,60.0,9793,8.12,8.09,5.0,9793.0,328.45399999999995
1.59,Ideal,G,VS2,61.8,56.0,9794,7.51,7.44,4.62,9794.0,258.139728
1.13,Ideal,E,VS2,61.7,57.0,9796,6.67,6.71,4.13,9796.0,184.841041
1.31,Very Good,F,VS1,59.1,60.0,9797,7.13,7.18,4.23,9797.0,216.54808200000002
1.03,Ideal,D,VVS2,62.0,56.0,9798,6.46,6.55,4.03,9798.0,170.52139
1.17,Ideal,G,VVS1,62.2,53.0,9799,6.76,6.79,4.21,9799.0,193.240684
1.17,Ideal,G,VVS1,61.9,56.0,9799,6.73,6.78,4.18,9799.0,190.730892
1.64,Ideal,E,SI1,60.7,55.0,9801,7.67,7.64,4.65,9801.0,272.48442
1.53,Very Good,I,VS2,62.8,59.0,9802,7.27,7.31,4.58,9802.0,243.398146
1.26,Very Good,E,VS2,59.5,57.0,9802,7.03,7.15,4.22,9802.0,212.11619000000002
2.04,Fair,I,SI2,66.6,56.0,9802,7.8,7.77,5.19,9802.0,314.54514
1.23,Very Good,G,VVS2,62.0,58.0,9803,6.77,6.82,4.21,9803.0,194.38159399999998
1.5,Very Good,I,VS2,60.8,58.0,9804,7.36,7.42,4.49,9804.0,245.20428800000002
1.07,Very Good,F,VVS1,60.2,58.0,9808,6.57,6.65,3.98,9808.0,173.88819000000004
1.55,Ideal,F,SI2,62.3,55.5,9808,7.36,7.42,4.61,9808.0,251.75763200000003
1.01,Very Good,F,VVS1,61.4,58.0,9810,6.39,6.44,3.94,9810.0,162.137304
1.33,Premium,G,VS1,60.2,60.0,9813,7.12,7.2,4.31,9813.0,220.94783999999999
1.59,Ideal,I,SI1,60.2,57.0,9813,7.56,7.72,4.6,9813.0,268.4707199999999
1.5,Ideal,J,VVS1,62.2,59.0,9814,7.3,7.32,4.55,9814.0,243.13379999999998
1.0,Very Good,E,VVS2,59.1,58.0,9815,6.5,6.57,3.86,9815.0,164.8413
1.5,Very Good,F,SI2,62.9,55.0,9817,7.26,7.28,4.57,9817.0,241.53729600000003
1.52,Very Good,D,SI2,58.6,59.0,9817,7.43,7.48,4.37,9817.0,242.868868
1.1,Ideal,F,VVS2,61.2,56.0,9817,6.68,6.65,4.08,9817.0,181.24176
1.55,Very Good,H,SI1,61.6,54.0,9818,7.41,7.47,4.58,9818.0,253.515366
1.63,Ideal,J,VS1,61.8,56.0,9819,7.53,7.58,4.67,9819.0,266.551458
1.12,Very Good,G,IF,61.0,58.0,9820,6.7,6.72,4.09,9820.0,184.14816
1.12,Ideal,G,VVS2,61.6,55.0,9820,6.68,6.74,4.13,9820.0,185.945816
1.5,Premium,H,SI1,61.0,60.0,9820,7.33,7.27,4.45,9820.0,237.136495
1.51,Good,H,VS2,64.0,59.0,9821,7.19,7.25,4.62,9821.0,240.82905000000002
1.51,Very Good,H,VS2,62.3,61.0,9821,7.27,7.3,4.54,9821.0,240.94234
1.54,Premium,D,SI2,59.9,62.0,9821,7.51,7.44,4.48,9821.0,250.31731200000004
1.53,Very Good,I,VS1,59.3,58.0,9823,7.5,7.54,4.46,9823.0,252.213
3.11,Fair,J,I1,65.9,57.0,9823,9.15,9.02,5.98,9823.0,493.54734
1.5,Ideal,I,VS2,60.0,61.0,9827,7.39,7.42,4.44,9827.0,243.462072
1.5,Very Good,I,VVS2,63.3,58.0,9828,7.24,7.21,4.57,9828.0,238.55582800000002
1.5,Good,I,VS1,57.9,60.0,9828,7.48,7.44,4.32,9828.0,240.41318400000003
1.5,Ideal,E,SI1,61.9,57.0,9828,7.37,7.31,4.54,9828.0,244.591138
1.5,Premium,I,VS1,61.6,59.0,9828,7.32,7.26,4.49,9828.0,238.61296800000002
1.52,Premium,E,SI2,58.1,60.0,9831,7.59,7.53,4.39,9831.0,250.900353
1.08,Ideal,G,IF,62.3,56.0,9831,6.55,6.59,4.09,9831.0,176.542805
1.51,Ideal,H,SI1,61.3,56.0,9833,7.4,7.44,4.55,9833.0,250.50480000000002
1.51,Good,E,SI2,63.2,56.0,9833,7.26,7.32,4.61,9833.0,244.99015200000002
1.51,Premium,H,SI1,61.3,60.0,9833,7.29,7.33,4.48,9833.0,239.39193600000004
1.64,Premium,J,VS1,60.6,59.0,9836,7.67,7.61,4.63,9836.0,270.24708100000004
1.23,Premium,D,VS2,59.3,59.0,9836,7.03,6.96,4.15,9836.0,203.05452000000002
1.23,Ideal,D,VS2,62.3,57.0,9836,6.86,6.82,4.26,9836.0,199.30495200000001
1.23,Ideal,F,VS1,62.5,54.0,9836,6.85,6.82,4.27,9836.0,199.48158999999998
1.3,Very Good,G,VS1,62.5,57.0,9837,6.92,6.96,4.34,9837.0,209.02828799999997
1.51,Very Good,G,SI1,62.9,58.0,9841,7.25,7.28,4.57,9841.0,241.20460000000003
1.05,Ideal,E,VVS2,61.3,56.0,9843,6.55,6.59,4.03,9843.0,173.952935
1.7,Very Good,I,SI1,61.8,58.0,9845,7.55,7.66,4.7,9845.0,271.81510000000003
1.09,Ideal,F,VVS2,62.5,55.0,9845,6.6,6.52,4.1,9845.0,176.43119999999996
1.21,Premium,F,VS1,61.1,57.0,9846,6.93,6.89,4.22,9846.0,201.49529399999997
1.57,Premium,I,VS2,62.5,58.0,9847,7.5,7.42,4.66,9847.0,259.329
1.57,Premium,I,VS2,62.6,58.0,9847,7.4,7.36,4.62,9847.0,251.62368000000004
2.05,Premium,I,SI2,62.1,59.0,9850,8.13,8.07,5.03,9850.0,330.01377300000007
2.05,Premium,I,SI2,62.0,58.0,9850,8.13,8.08,5.02,9850.0,329.76580800000005
2.05,Premium,I,SI2,62.0,58.0,9850,8.13,8.08,5.02,9850.0,329.76580800000005
2.02,Very Good,G,SI2,63.3,57.0,9853,8.03,7.96,5.06,9853.0,323.42912799999993
1.53,Ideal,I,VS2,61.8,57.0,9853,7.44,7.39,4.58,9853.0,251.815728
2.02,Fair,J,SI2,64.6,55.0,9853,7.93,7.84,5.09,9853.0,316.45140799999996
1.1,Ideal,G,VVS2,61.0,56.0,9856,6.69,6.73,4.09,9856.0,184.14693300000002
1.6,Ideal,G,VS1,62.0,57.0,9856,7.47,7.43,4.62,9856.0,256.419702
1.56,Very Good,I,VS1,62.7,58.0,9857,7.42,7.37,4.64,9857.0,253.740256
1.05,Premium,E,VVS2,59.6,60.0,9858,6.61,6.58,3.93,9858.0,170.930634
1.07,Ideal,E,VVS2,61.4,56.0,9863,6.55,6.65,4.05,9863.0,176.40787500000002
1.23,Ideal,G,VS1,62.0,57.0,9863,6.83,6.87,4.25,9863.0,199.418925
1.7,Ideal,H,SI2,61.9,59.0,9864,7.59,7.67,4.72,9864.0,274.776216
1.0,Good,F,IF,63.2,63.0,9867,6.24,6.26,3.95,9867.0,154.29648
1.0,Very Good,F,VVS1,61.1,57.0,9870,6.36,6.51,3.93,9870.0,162.716148
1.11,Ideal,D,VS1,61.9,54.0,9870,6.63,6.68,4.12,9870.0,182.46820799999998
1.02,Ideal,F,VVS2,60.9,56.0,9870,6.54,6.49,3.97,9870.0,168.505062
1.13,Ideal,G,VVS1,59.6,57.0,9872,6.89,6.81,4.08,9872.0,191.43727199999998
1.2,Premium,G,VVS2,61.2,58.0,9873,6.84,6.88,4.2,9873.0,197.64864
1.21,Ideal,G,VS2,60.1,57.0,9873,6.94,6.98,4.18,9873.0,202.48421600000003
1.36,Very Good,D,SI1,59.5,61.0,9874,7.21,7.24,4.3,9874.0,224.46171999999999
1.57,Premium,D,SI2,62.9,61.0,9875,7.41,7.37,4.65,9875.0,253.94440500000002
1.33,Premium,G,VS1,62.7,58.0,9876,7.01,6.96,4.38,9876.0,213.69844799999998
1.53,Premium,I,VS1,62.0,57.0,9877,7.39,7.35,4.57,9877.0,248.226405
1.21,Very Good,G,VVS2,60.4,56.0,9878,6.96,6.91,4.19,9878.0,201.51218400000002
1.5,Good,H,VS1,63.8,61.0,9878,7.17,7.12,4.56,9878.0,232.78982399999998
1.74,Ideal,D,SI2,59.7,55.0,9880,7.9,7.84,4.7,9880.0,291.0992
1.03,Ideal,F,VVS1,61.3,54.0,9881,6.56,6.62,4.04,9881.0,175.445888
1.71,Good,I,SI1,63.2,57.0,9881,7.49,7.53,4.75,9881.0,267.898575
1.04,Premium,E,VVS2,62.8,58.0,9882,6.45,6.42,4.04,9882.0,167.29236
1.66,Premium,J,VVS2,62.6,59.0,9882,7.54,7.58,4.73,9882.0,270.334636
1.24,Very Good,F,VS1,59.0,60.0,9885,7.0,7.07,4.15,9885.0,205.38350000000003
1.18,Ideal,E,VS1,62.4,54.0,9886,6.79,6.74,4.22,9886.0,193.126612
1.75,Ideal,J,VS2,62.1,56.0,9890,7.74,7.69,4.79,9890.0,285.103674
1.34,Ideal,G,VS1,62.7,57.0,9890,7.04,7.1,4.43,9890.0,221.42911999999995
1.31,Ideal,G,VS1,62.2,56.0,9891,7.01,7.05,4.37,9891.0,215.96758499999999
1.31,Ideal,G,VS1,61.5,57.0,9891,7.02,7.06,4.33,9891.0,214.59999599999998
1.31,Premium,G,VS1,61.5,59.0,9891,7.0,7.06,4.32,9891.0,213.49439999999998
1.51,Ideal,I,VS2,62.6,55.0,9891,7.29,7.34,4.58,9891.0,245.069388
1.51,Ideal,I,VS2,61.6,54.0,9891,7.38,7.42,4.57,9891.0,250.251372
1.5,Good,G,SI1,60.2,61.0,9892,7.27,7.32,4.39,9892.0,233.619996
1.51,Premium,D,SI2,63.0,62.0,9894,7.28,7.23,4.57,9894.0,240.53920800000003
1.5,Very Good,D,SI1,63.4,63.0,9895,7.23,7.19,4.57,9895.0,237.56550900000005
1.53,Very Good,H,VS1,59.5,63.0,9896,7.44,7.51,4.45,9896.0,248.64108000000002
1.26,Premium,F,VS1,62.7,58.0,9896,6.86,6.93,4.32,9896.0,205.371936
1.04,Ideal,E,VVS2,62.4,56.0,9897,6.51,6.47,4.05,9897.0,170.58478499999998
1.52,Good,H,SI1,63.8,60.0,9898,7.24,7.3,4.64,9898.0,245.23327999999998
1.52,Good,H,SI1,63.6,57.0,9898,7.25,7.3,4.63,9898.0,245.04274999999998
1.76,Very Good,I,SI2,62.0,57.0,9898,7.7,7.74,4.78,9898.0,284.87844000000007
1.6,Very Good,E,SI2,62.0,57.0,9900,7.47,7.54,4.65,9900.0,261.90567
1.5,Very Good,E,SI2,60.7,55.0,9900,7.39,7.44,4.5,9900.0,247.4172
1.5,Premium,E,SI2,61.2,59.0,9900,7.36,7.41,4.52,9900.0,246.509952
1.5,Premium,I,VS1,62.7,59.0,9900,7.25,7.3,4.56,9900.0,241.33799999999997
1.5,Ideal,I,VS1,61.3,57.0,9900,7.32,7.35,4.5,9900.0,242.109
1.16,Ideal,G,IF,62.3,55.0,9901,6.73,6.79,4.21,9901.0,192.383107
1.16,Ideal,G,IF,62.0,57.0,9901,6.7,6.73,4.16,9901.0,187.57856
1.1,Very Good,D,VS1,59.7,58.0,9901,6.69,6.72,4.0,9901.0,179.8272
1.7,Ideal,I,SI1,62.9,57.0,9901,7.57,7.5,4.74,9901.0,269.11350000000004
1.6,Ideal,I,SI1,62.4,56.0,9901,7.52,7.48,4.68,9901.0,263.248128
1.7,Premium,J,VS2,61.0,59.0,9901,7.66,7.62,4.66,9901.0,272.000472
1.04,Ideal,E,VVS2,61.0,57.0,9901,6.61,6.57,4.02,9901.0,174.579354
1.0,Premium,F,VVS1,61.0,60.0,9901,6.43,6.39,3.91,9901.0,160.652907
1.5,Very Good,F,SI1,62.8,56.0,9904,7.26,7.33,4.58,9904.0,243.728364
1.2,Very Good,E,VS1,59.4,56.0,9904,6.94,7.0,4.14,9904.0,201.12120000000002
2.04,Premium,G,I1,62.4,58.0,9905,8.17,8.08,5.07,9905.0,334.68895200000003
1.26,Ideal,G,VS1,61.9,55.0,9907,6.96,6.91,4.29,9907.0,206.32154400000002
1.01,Very Good,F,VVS1,62.1,58.0,9908,6.37,6.41,3.97,9908.0,162.10184900000002
1.5,Good,I,VVS2,63.3,58.0,9909,7.24,7.27,4.59,9909.0,241.593732
1.56,Premium,E,SI2,62.4,60.0,9909,7.36,7.41,4.61,9909.0,251.41833600000004
1.3,Premium,F,VS2,60.4,59.0,9909,7.06,7.12,4.28,9909.0,215.14361599999998
1.57,Ideal,I,VS2,61.5,56.0,9912,7.49,7.56,4.63,9912.0,262.170972
1.2,Ideal,D,VS2,62.3,56.0,9912,6.81,6.78,4.23,9912.0,195.306714
1.24,Premium,F,VS1,60.1,59.0,9916,7.02,6.99,4.21,9916.0,206.583858
1.24,Premium,D,VS2,59.3,58.0,9916,7.09,7.03,4.19,9916.0,208.84091300000003
1.19,Ideal,G,VS1,62.4,54.0,9918,6.78,6.81,4.24,9918.0,195.768432
1.0,Premium,D,VVS2,63.0,59.0,9918,6.38,6.35,4.01,9918.0,162.45712999999998
1.0,Premium,D,VVS2,59.9,61.0,9918,6.5,6.42,3.87,9918.0,161.49509999999998
1.22,Ideal,F,VS1,62.3,57.0,9920,6.79,6.83,4.24,9920.0,196.632968
1.23,Ideal,G,VVS2,62.2,56.1,9921,6.8,6.87,4.25,9921.0,198.543
1.23,Ideal,G,VVS2,62.4,55.0,9921,6.8,6.88,4.27,9921.0,199.76767999999998
1.59,Very Good,I,SI1,62.4,56.0,9925,7.46,7.48,4.66,9925.0,260.03172800000004
3.01,Premium,F,I1,62.2,56.0,9925,9.24,9.13,5.73,9925.0,483.3896760000001
1.5,Ideal,I,SI1,61.5,57.0,9926,7.4,7.35,4.54,9926.0,246.9306
1.54,Premium,F,SI1,62.8,58.0,9926,7.35,7.32,4.61,9926.0,248.02722000000003
1.01,Very Good,E,VVS2,61.7,60.0,9930,6.32,6.35,3.91,9930.0,156.91612
1.24,Premium,F,VS1,58.0,58.0,9930,7.16,7.02,4.11,9930.0,206.581752
1.11,Ideal,G,IF,61.9,55.0,9931,6.64,6.68,4.12,9931.0,182.74342399999998
1.03,Ideal,E,VVS2,61.7,54.0,9932,6.49,6.52,4.02,9932.0,170.105496
1.25,Ideal,D,VS2,62.6,56.0,9933,6.84,6.87,4.29,9933.0,201.590532
1.17,Premium,D,VS1,61.7,59.0,9934,6.72,6.77,4.16,9934.0,189.256704
1.2,Ideal,D,VS2,61.4,56.0,9935,6.88,6.79,4.2,9935.0,196.20384
1.51,Very Good,E,SI2,62.3,62.0,9936,7.15,7.26,4.49,9936.0,233.07141000000001
1.7,Premium,J,VS2,62.8,59.0,9939,7.6,7.55,4.76,9939.0,273.12879999999996
1.21,Very Good,G,VVS2,59.3,58.0,9942,7.01,7.05,4.17,9942.0,206.083485
1.54,Ideal,I,SI1,63.5,61.0,9942,7.29,7.33,4.64,9942.0,247.94164800000001
1.6,Very Good,H,SI1,63.2,55.0,9946,7.46,7.41,4.7,9946.0,259.80942
1.5,Good,H,SI1,64.3,60.0,9946,7.23,7.14,4.62,9946.0,238.494564
1.52,Ideal,F,SI2,61.9,57.0,9948,7.33,7.37,4.55,9948.0,245.800555
1.52,Premium,G,SI1,61.6,57.0,9952,7.4,7.33,4.54,9952.0,246.25868000000003
1.5,Premium,G,SI1,62.9,55.0,9954,7.28,7.24,4.57,9954.0,240.87190400000003
1.21,Ideal,G,VVS2,59.4,59.0,9954,6.92,7.01,4.14,9954.0,200.82808799999998
1.5,Premium,G,SI1,60.0,61.0,9954,7.48,7.43,4.47,9954.0,248.42650799999998
1.5,Premium,G,SI1,62.9,56.0,9954,7.34,7.22,4.58,9954.0,242.716184
1.22,Ideal,G,VS2,60.1,57.0,9954,6.96,7.01,4.2,9954.0,204.91632
1.5,Good,G,SI1,59.7,65.0,9954,7.46,7.34,4.42,9954.0,242.02328799999998
1.01,Very Good,E,VS1,63.1,56.0,9955,6.44,6.39,4.05,9955.0,166.66398
1.87,Ideal,J,SI1,62.3,57.0,9955,7.82,7.88,4.89,9955.0,301.32962399999997
1.52,Premium,D,SI2,59.1,58.0,9959,7.48,7.45,4.41,9959.0,245.75166000000004
1.5,Very Good,D,SI2,59.8,63.0,9959,7.44,7.38,4.43,9959.0,243.238896
1.56,Premium,I,VS1,61.7,59.0,9959,7.46,7.41,4.59,9959.0,253.728774
1.52,Premium,H,SI1,60.1,60.0,9959,7.45,7.39,4.46,9959.0,245.54753
1.5,Very Good,I,VS2,63.8,59.0,9960,7.29,7.23,4.63,9960.0,244.03202100000001
1.61,Premium,I,VS1,62.2,58.0,9961,7.46,7.55,4.67,9961.0,263.02841
1.61,Ideal,E,SI2,61.6,56.0,9961,7.54,7.62,4.67,9961.0,268.313916
1.01,Very Good,D,VVS2,60.2,58.0,9965,6.51,6.57,3.94,9965.0,168.516558
1.01,Very Good,F,IF,59.6,62.0,9965,6.47,6.56,3.88,9965.0,164.67961599999998
1.15,Ideal,E,VS2,61.4,57.0,9967,6.73,6.76,4.14,9967.0,188.348472
2.06,Premium,F,I1,58.7,61.0,9967,8.33,8.31,4.88,9967.0,337.804824
1.2,Very Good,G,VVS1,61.8,55.0,9968,6.79,6.83,4.21,9968.0,195.24169700000002
1.65,Premium,G,SI2,62.2,58.0,9970,7.62,7.55,4.72,9970.0,271.54632
1.53,Very Good,G,SI1,62.5,56.0,9971,7.32,7.36,4.59,9971.0,247.28716800000004
1.01,Very Good,F,IF,63.5,59.0,9972,6.29,6.41,4.03,9972.0,162.48516700000002
1.59,Ideal,I,VS2,61.1,55.0,9972,7.54,7.48,4.59,9972.0,258.872328
1.59,Premium,F,SI2,60.3,59.0,9972,7.6,7.55,4.57,9972.0,262.2266
1.52,Very Good,H,SI1,62.5,59.0,9973,7.26,7.37,4.57,9973.0,244.523334
1.58,Ideal,I,SI2,60.9,59.0,9973,7.48,7.55,4.58,9973.0,258.65092000000004
1.71,Very Good,H,VS1,63.5,59.0,9974,7.59,7.52,4.8,9974.0,273.96864
1.76,Ideal,H,SI1,62.2,56.0,9974,7.73,7.7,4.8,9974.0,285.7008
1.51,Very Good,I,VS1,60.7,60.0,9979,7.43,7.49,4.53,9979.0,252.09767100000002
1.8,Good,I,SI2,63.2,58.0,9979,7.66,7.75,4.87,9979.0,289.10755
1.32,Premium,G,VS1,60.6,57.0,9979,7.14,7.09,4.31,9979.0,218.18340599999996
1.32,Ideal,G,VS1,62.6,56.0,9979,7.05,7.0,4.4,9979.0,217.14000000000001
1.02,Premium,F,VVS1,60.8,58.0,9980,6.56,6.46,3.96,9980.0,167.81529599999996
1.2,Very Good,G,IF,59.4,61.0,9987,6.92,6.95,4.12,9987.0,198.14728000000002
1.5,Very Good,H,SI1,61.0,55.0,9987,7.35,7.44,4.51,9987.0,246.62483999999998
1.33,Premium,G,VS1,60.2,60.0,9992,7.2,7.12,4.31,9992.0,220.94783999999999
1.25,Ideal,F,VS1,61.7,56.0,9996,6.93,6.92,4.27,9996.0,204.77041199999996
1.5,Ideal,F,SI2,62.9,55.0,9996,7.28,7.26,4.57,9996.0,241.53729600000003
1.5,Very Good,G,SI1,62.8,57.0,9996,7.19,7.3,4.55,9996.0,238.81585
1.7,Premium,I,VS2,62.5,58.0,9996,7.52,7.45,4.68,9996.0,262.19232
1.7,Fair,F,SI2,64.5,57.0,9996,7.55,7.51,4.86,9996.0,275.56443
1.06,Very Good,E,VVS2,61.8,58.0,9997,6.52,6.56,4.04,9997.0,172.79564799999997
1.54,Ideal,I,VS2,61.9,55.8,9998,7.38,7.43,4.58,9998.0,251.136972
1.23,Very Good,G,VVS2,62.2,57.0,9999,6.8,6.87,4.25,9999.0,198.543
1.26,Ideal,F,VS2,61.2,57.0,9999,6.96,6.99,4.27,9999.0,207.737208
2.0,Good,G,SI2,64.2,60.0,9999,7.89,7.81,5.04,9999.0,310.56933599999996
1.51,Good,H,VS2,64.0,59.0,10000,7.25,7.19,4.62,10000.0,240.82905000000002
1.7,Ideal,J,VS2,60.5,58.0,10002,7.73,7.74,4.68,10002.0,280.005336
1.03,Ideal,E,VVS2,60.6,59.0,10003,6.5,6.53,3.95,10003.0,167.65775000000002
1.23,Very Good,G,VVS2,60.6,55.0,10004,6.93,7.02,4.23,10004.0,205.783578
1.25,Ideal,F,VS2,61.6,55.0,10006,6.93,6.96,4.28,10006.0,206.436384
2.01,Very Good,I,SI2,61.4,63.0,10009,8.19,7.96,4.96,10009.0,323.35430399999996
1.21,Very Good,F,VS1,62.3,58.0,10009,6.76,6.85,4.24,10009.0,196.33744
1.51,Premium,I,VS2,59.9,60.0,10010,7.42,7.36,4.43,10010.0,241.927616
1.01,Fair,D,SI2,64.6,58.0,10011,6.25,6.2,4.02,10011.0,155.77499999999998
1.05,Ideal,F,VVS2,60.5,55.0,10011,6.67,6.58,4.01,10011.0,175.99328599999998
